# RM1120200.012                                                                
# Embrapa_ 02/02/2011 00:00:28 02/02/2011 00:01:29 0100 -060.0 -002.9 -90 00 30.0 1013.0
# 0000600 0010 0000600 0010 05                                                 
# 1 0 1 04000 1 0960 7.50 00355.o 0 0 00 000 12 000600 0.500 BT0               
# 1 1 1 04000 1 0960 7.50 00355.o 0 0 00 000 00 000600 3.1746 BC0              
# 1 0 2 04000 1 0990 7.50 00387.o 0 0 00 000 12 000600 0.020 BT1               
# 1 1 2 04000 1 0990 7.50 00387.o 0 0 00 000 00 000600 3.1746 BC1              
# 1 1 2 04000 1 0990 7.50 00408.o 0 0 00 000 00 000600 3.1746 BC2              
  274	  1.6270	  0.1667	  1.9978	  0.0000	  0.0000
  275	  1.6270	  0.1333	  1.9981	  0.0333	  0.0000
  276	  1.6225	  0.1333	  1.9979	  0.0333	  0.0000
  277	  1.6229	  0.0333	  1.9993	  0.0000	  0.0000
  278	  1.6252	  0.0667	  1.9982	  0.0000	  0.0000
  279	  1.6174	  0.0333	  1.9980	  0.0000	  0.0000
  280	  1.6211	  0.1333	  1.9992	  0.0333	  0.0000
  281	  1.6252	  0.1333	  1.9978	  0.0333	  0.0000
  282	  1.6252	  0.0333	  1.9973	  0.0000	  0.0000
  283	  1.6288	  0.0333	  1.9978	  0.0667	  0.0000
  284	  1.6191	  0.0667	  1.9989	  0.0667	  0.0000
  285	  1.6182	  0.0667	  1.9994	  0.0333	  0.0000
  286	  1.6138	  0.1667	  1.9983	  0.0000	  0.0000
  287	  1.6209	  0.0000	  1.9976	  0.0000	  0.0000
  288	  1.6223	  0.0000	  1.9976	  0.0333	  0.0000
  289	  1.6266	  0.0667	  1.9986	  0.0333	  0.0000
  290	  1.6290	  0.0000	  1.9987	  0.0667	  0.0000
  291	  1.6233	  0.0000	  1.9980	  0.0333	  0.0000
  292	  1.6191	  0.0333	  1.9975	  0.0667	  0.0000
  293	  1.6246	  0.0667	  1.9987	  0.0333	  0.0000
  294	  1.6266	  0.0667	  1.9985	  0.0000	  0.0000
  295	  1.6128	  0.2000	  1.9984	  0.0000	  0.0000
  296	  1.6187	  0.0333	  1.9982	  0.0000	  0.0000
  297	  1.6182	  0.0333	  1.9986	  0.0000	  0.0000
  298	  1.6203	  0.0667	  1.9986	  0.0000	  0.0000
  299	  1.6201	  0.1333	  1.9981	  0.0000	  0.0000
  300	  1.6180	  0.1333	  1.9988	  0.0000	  0.0000
  301	  1.6262	  0.0667	  1.9994	  0.0333	  0.0000
  302	  1.6241	  0.0000	  1.9996	  0.0333	  0.0000
  303	  1.6235	  0.0333	  1.9992	  0.0000	  0.0000
  304	  1.6213	  0.1333	  1.9989	  0.0000	  0.0000
  305	  1.6260	  0.0333	  1.9981	  0.0333	  0.0000
  306	  1.6207	  0.0667	  1.9987	  0.0000	  0.0000
  307	  1.6195	  0.0333	  1.9988	  0.0000	  0.0000
  308	  1.6288	  0.0000	  1.9984	  0.0000	  0.0000
  309	  1.6223	  0.0000	  1.9983	  0.0000	  0.0000
  310	  1.6213	  0.0000	  1.9986	  0.0000	  0.0000
  311	  1.6248	  0.1000	  1.9992	  0.0000	  0.0000
  312	  1.6205	  0.0667	  1.9996	  0.0000	  0.0000
  313	  1.6233	  0.0333	  1.9986	  0.0333	  0.0000
  314	  1.6209	  0.0333	  1.9982	  0.0000	  0.0000
  315	  1.6260	  0.1000	  1.9980	  0.0000	  0.0000
  316	  1.6262	  0.0333	  1.9979	  0.0000	  0.0000
  317	  1.6231	  0.0000	  1.9974	  0.0000	  0.0000
  318	  1.6205	  0.0000	  1.9985	  0.0000	  0.0000
  319	  1.6201	  0.1667	  1.9977	  0.0000	  0.0000
  320	  1.6311	  0.0667	  1.9975	  0.0000	  0.0000
  321	  1.6246	  0.0333	  1.9985	  0.0000	  0.0000
  322	  1.6227	  0.0333	  1.9984	  0.0333	  0.0000
  323	  1.6213	  0.0000	  1.9981	  0.0000	  0.0000
